,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3,stimulant,depressant,Continent,Country,PopMale,PopFemale,PopTotal,DrugConsumingPopulation
10,Africa,East Africa,Mauritius,1.29,,,2009.0,15-64,Government source,I,Opioids,,,MUS,,1.29,Africa,Mauritius,635926.0,643950.0,1279868.0,992145.7364341085
11,Africa,East Africa,Mauritius,3.9,,,2004.0,15-54,ARQ ,,Cannabis,,,MUS,,3.9,Africa,Mauritius,623250.0,627133.0,1250388.0,320612.3076923077
12,Africa,North Africa,Algeria,0.52,1.06,0.03,2010.0,12+,ARQ,HHS,Cannabis,,,DZA,,0.52,Africa,Algeria,18282637.0,17573709.0,35856347.0,68954513.46153846
13,Africa,North Africa,Algeria,0.01,0.02,,2010.0,12+,ARQ,HHS,Cocaine,,,DZA,0.01,,Africa,Algeria,18282637.0,17573709.0,35856347.0,3585634700.0
14,Africa,North Africa,Algeria,0.03,0.06,0.01,2010.0,12+,ARQ,HHS ,Amphetamines,,,DZA,0.03,,Africa,Algeria,18282637.0,17573709.0,35856347.0,1195211566.6666667
15,Africa,North Africa,Algeria,0.02,0.02,0.01,2010.0,12+,ARQ,HHS,Ecstasy,,,DZA,0.02,,Africa,Algeria,18282637.0,17573709.0,35856347.0,1792817350.0
16,Africa,North Africa,Algeria,0.06,0.11,0.01,2010.0,12+,ARQ,HHS,Opiates,0.05,0.06,DZA,,0.06,Africa,Algeria,18282637.0,17573709.0,35856347.0,597605783.3333334
17,Africa,North Africa,Algeria,0.59,0.54,0.63,2010.0,12+,ARQ,HHS,Tranquillizers and sedatives,,,DZA,,0.59,Africa,Algeria,18282637.0,17573709.0,35856347.0,60773469.49152543
18,Africa,North Africa,Egypt,5.31,,,2016.0,15-64,MedSPAD/UNODC estimate ,SS,Cannabis,,,EGY,,5.31,Africa,Egypt,50509726.0,49274300.0,99784036.0,18791720.52730697
19,Africa,North Africa,Egypt,0.35,,,2016.0,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,,,EGY,0.35,,Africa,Egypt,50509726.0,49274300.0,99784036.0,285097245.71428573
20,Africa,North Africa,Egypt,1.76,,,2016.0,15-64,MedSPAD/UNODC Estimate,SS,Opiates,1.39,2.14,EGY,,1.76,Africa,Egypt,50509726.0,49274300.0,99784036.0,56695475.0
21,Africa,West and Central Africa,Egypt,3.0,,,2016.0,15-64,Government source,HHS,Prescription opioids,,,EGY,,3.0,Africa,Egypt,50509726.0,49274300.0,99784036.0,33261345.333333332
22,Africa,North Africa,Egypt,6.24,,,2006.0,15-64,Govt; Academic Research,"HHS, SS",Cannabis,2.9,9.58,EGY,,6.24,Africa,Egypt,40852871.0,39776786.0,80629665.0,12921420.673076922
23,Africa,North Africa,Egypt,0.02,,,2006.0,15-64,Government source; Academic Research,"HHS, SS",Cocaine,,,EGY,0.02,,Africa,Egypt,40852871.0,39776786.0,80629665.0,4031483250.0
24,Africa,North Africa,Egypt,0.48,,,2006.0,15-64,Govt; Academic Research,"HHS, SS",Amphetamines,0.43,0.52,EGY,0.48,,Africa,Egypt,40852871.0,39776786.0,80629665.0,167978468.75
25,Africa,North Africa,Egypt,0.44,,,2006.0,15-64,Govt; Academic Research,"HHS, SS",Opiates,0.14,0.73,EGY,,0.44,Africa,Egypt,40852871.0,39776786.0,80629665.0,183249238.63636363
26,Africa,North Africa,Morocco,10.47,,,2017.0,15-64,MedSPAD/UNODC estimate ,SS,Cannabis,,,MAR,,10.47,Africa,Morocco,17881449.0,17646665.0,35528116.0,3393325.310410697
27,Africa,North Africa,Morocco,0.43,,,2017.0,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,0.33,0.52,MAR,0.43,,Africa,Morocco,17881449.0,17646665.0,35528116.0,82623525.58139534
28,Africa,North Africa,Morocco,0.71,,,2017.0,15-64,MedSPAD/UNODC Estimate,SS,Opiates,,,MAR,,0.71,Africa,Morocco,17881449.0,17646665.0,35528116.0,50039600.0
29,Africa,North Africa,Morocco,4.22,,,2004.0,15-64,ARQ,HHS ,Cannabis,,,MAR,,4.22,Africa,Morocco,15038650.0,14994490.0,30033124.0,7116854.028436019
30,Africa,North Africa,Morocco,0.05,,,2004.0,15-64,ARQ,,Cocaine,,,MAR,0.05,,Africa,Morocco,15038650.0,14994490.0,30033124.0,600662480.0
31,Africa,North Africa,Morocco,0.02,,,2004.0,15-64,ARQ ,,Opiates,,,MAR,,0.02,Africa,Morocco,15038650.0,14994490.0,30033124.0,1501656200.0
32,Africa,North Africa,Morocco,0.18,,,2004.0,15+,ARQ/Government,HHS,Tranquillizers and sedatives,,,MAR,,0.18,Africa,Morocco,15038650.0,14994490.0,30033124.0,166850688.8888889
33,Africa,North Africa,Tunisia,5.35,,,2017.0,15-64,MedSPAD/UNODC estimate ,SS,Cannabis,,,TUN,,5.35,Africa,Tunisia,5853781.0,5957671.0,11811441.0,2207745.9813084113
34,Africa,North Africa,Tunisia,0.1,,,2017.0,15-64,MedSPAD/UNODC Estimate,SS,Cocaine,,,TUN,0.1,,Africa,Tunisia,5853781.0,5957671.0,11811441.0,118114410.0
35,Africa,North Africa,Tunisia,2.6,,,2013.0,15-64,ARQ,HHS,Cannabis,,,TUN,,2.6,Africa,Tunisia,5615985.0,5684299.0,11300284.0,4346263.076923077
36,Africa,North Africa,Tunisia,0.13,,,2013.0,15-64,ARQ,HHS,Prescription opioids,,,TUN,,0.13,Africa,Tunisia,5615985.0,5684299.0,11300284.0,86925261.53846154
37,Africa,North Africa,Tunisia,0.52,,,2013.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,TUN,,0.52,Africa,Tunisia,5615985.0,5684299.0,11300284.0,21731315.384615384
38,Africa,Southern Africa,South Africa,3.65,,,2011.0,15-64,ARQ,SS,Cannabis,2.88,4.42,ZAF,,3.65,Africa,South Africa,25278908.0,27164416.0,52443318.0,14368032.328767125
39,Africa,Southern Africa,South Africa,1.02,,,2011.0,15-64,ARQ,SS,Cocaine,0.29,1.1,ZAF,1.02,,Africa,South Africa,25278908.0,27164416.0,52443318.0,51415017.64705882
40,Africa,Southern Africa,South Africa,0.31,,,2011.0,15-64,ARQ,SS,Ecstasy,0.24,0.38,ZAF,0.31,,Africa,South Africa,25278908.0,27164416.0,52443318.0,169171993.5483871
41,Africa,Southern Africa,South Africa,4.26,,,2008.0,15-64,ARQ ,HHS ,Cannabis,3.52,6.18,ZAF,,4.26,Africa,South Africa,24278084.0,26287725.0,50565814.0,11869909.389671363
42,Africa,Southern Africa,South Africa,0.78,,,2008.0,15-64,ARQ ,HHS ,Cocaine,0.64,1.17,ZAF,0.78,,Africa,South Africa,24278084.0,26287725.0,50565814.0,64827966.666666664
43,Africa,Southern Africa,South Africa,1.02,,,2008.0,15-64,ARQ,HHS,Amphetamines,0.75,1.37,ZAF,1.02,,Africa,South Africa,24278084.0,26287725.0,50565814.0,49574327.45098039
44,Africa,Southern Africa,South Africa,0.5,,,2008.0,15-64,ARQ,HHS,Opioids,,,ZAF,,0.5,Africa,South Africa,24278084.0,26287725.0,50565814.0,101131628.0
45,Africa,Southern Africa,South Africa,0.41,,,2008.0,15-64,ARQ,HHS,Opiates,,,ZAF,,0.41,Africa,South Africa,24278084.0,26287725.0,50565814.0,123331253.6585366
46,Africa,Southern Africa,South Africa,0.09,,,2008.0,15-64,ARQ,HHS,Prescription opioids,,,ZAF,,0.09,Africa,South Africa,24278084.0,26287725.0,50565814.0,561842377.7777778
47,Africa,Southern Africa,Zambia,9.5,,,2004.0,15-64,Govt; Academic Research,SS,Cannabis,4.0,15.6,ZMB,,9.5,Africa,Zambia,5423629.0,5764427.0,11188044.0,1177688.8421052631
48,Africa,Southern Africa,Zambia,17.7,,,2003.0,,UNODC Estimate ,,Cannabis,,,ZMB,,17.7,Africa,Zambia,5244892.0,5593084.0,10837971.0,612314.7457627119
49,Africa,Southern Africa,Zambia,0.1,,,2003.0,15-64,UNODC Estimate,,Amphetamines,,,ZMB,0.1,,Africa,Zambia,5244892.0,5593084.0,10837971.0,108379710.0
50,Africa,Southern Africa,Zambia,0.3,,,2003.0,15-64,UNODC Estimate,,Ecstasy,,,ZMB,0.3,,Africa,Zambia,5244892.0,5593084.0,10837971.0,36126570.0
51,Africa,Southern Africa,Zambia,0.37,,,2003.0,15-64,UNODC Estimate,,Opiates,,,ZMB,,0.37,Africa,Zambia,5244892.0,5593084.0,10837971.0,29291813.513513513
52,Africa,West and Central Africa,Burkina Faso,2.9,,,2006.0,15-64,UNODC Estimate,,Cannabis,,,BFA,,2.9,Africa,Burkina Faso,7101162.0,7215097.0,14316247.0,4936636.8965517245
53,Africa,West and Central Africa,Cabo Verde,2.4,,,2012.0,15-64,UNODC/Govt.,HHS,Cannabis,,,CPV,,2.4,Africa,Cabo Verde,265739.0,268153.0,533877.0,222448.75
54,Africa,West and Central Africa,Cabo Verde,0.2,,,2012.0,15-64,UNODC/Government source,HHS,Cocaine,,,CPV,0.2,,Africa,Cabo Verde,265739.0,268153.0,533877.0,2669385.0
55,Africa,West and Central Africa,Cabo Verde,8.1,,,2004.0,15-64,UNODC Estimate,,Cannabis,,,CPV,,8.1,Africa,Cabo Verde,239165.0,247439.0,486591.0,60072.96296296296
56,Africa,West and Central Africa,Cabo Verde,0.23,,,2004.0,15-64,UNODC Estimate,,Cocaine,,,CPV,0.23,,Africa,Cabo Verde,239165.0,247439.0,486591.0,2115613.0434782607
57,Africa,West and Central Africa,Cabo Verde,0.06,,,2004.0,15-64,UNODC Estimate,,Ecstasy,,,CPV,0.06,,Africa,Cabo Verde,239165.0,247439.0,486591.0,8109850.0
58,Africa,West and Central Africa,Cabo Verde,0.18,,,2004.0,15-64,UNODC Estimate,,Opiates,,,CPV,,0.18,Africa,Cabo Verde,239165.0,247439.0,486591.0,2703283.3333333335
59,Africa,West and Central Africa,Côte d'Ivoire,3.24,,,2017.0,15-64,Government/UNODC Estimate,SS,Cannabis,1.99,4.3,CIV,,3.24,Africa,Côte d'Ivoire,12572385.0,12275634.0,24848024.0,7669143.209876543
60,Africa,West and Central Africa,Côte d'Ivoire,0.59,,,2017.0,15-64,Government source/UNODC Estimate,SS,Cocaine,0.49,0.78,CIV,0.59,,Africa,Côte d'Ivoire,12572385.0,12275634.0,24848024.0,42115294.91525424
61,Africa,West and Central Africa,Côte d'Ivoire,0.61,,,2017.0,15-64,UNODC Estimate,SS,Amphetamines,0.31,0.9,CIV,0.61,,Africa,Côte d'Ivoire,12572385.0,12275634.0,24848024.0,40734465.57377049
62,Africa,West and Central Africa,Côte d'Ivoire,0.9,,,2017.0,15-64,Government source/UNODC Estimate,SS,Opiates,0.86,0.94,CIV,,0.9,Africa,Côte d'Ivoire,12572385.0,12275634.0,24848024.0,27608915.555555556
63,Africa,West and Central Africa,Liberia,7.52,,,2017.0,15-64,WHO GSHS/UNODC Estimate,SS,Cannabis,,,LBR,,7.52,Africa,Liberia,2383295.0,2413349.0,4796632.0,637850.0
64,Africa,West and Central Africa,Liberia,3.18,,,2008.0,15-64,UNODC Estimate,,Cannabis,1.53,4.83,LBR,,3.18,Africa,Liberia,1869367.0,1914538.0,3783892.0,1189903.144654088
65,Africa,West and Central Africa,Nigeria,10.76,18.8,2.6,2017.0,15-64,Government/UNODC,HHS/I,Cannabis,10.26,11.26,NGA,,10.76,Africa,Nigeria,97662958.0,95832953.0,193495908.0,17982891.078066915
66,Africa,West and Central Africa,Nigeria,0.09,,,2017.0,15-64,Government source/UNODC,HHS/I,Cocaine,0.0,0.24,NGA,0.09,,Africa,Nigeria,97662958.0,95832953.0,193495908.0,2149954533.3333335
67,Africa,West and Central Africa,Nigeria,0.09,,,2017.0,15-64,Government/UNODC,HHS/I,Amphetamines,0.0,1.0,NGA,0.09,,Africa,Nigeria,97662958.0,95832953.0,193495908.0,2149954533.3333335
68,Africa,West and Central Africa,Nigeria,0.34,,,2017.0,15-64,Government/UNODC,HHS/I,Ecstasy,0.0,1.25,NGA,0.34,,Africa,Nigeria,97662958.0,95832953.0,193495908.0,569105611.7647059
69,Africa,West and Central Africa,Nigeria,0.16,,,2017.0,15-64,Government/UNODC,HHS/I,Prescription Stimulants,0.0,0.48,NGA,0.16,,Africa,Nigeria,97662958.0,95832953.0,193495908.0,1209349425.0
70,Africa,West and Central Africa,Nigeria,4.66,,,2017.0,15-64,Government/UNODC,HHS/I,Opioids,4.27,5.05,NGA,,4.66,Africa,Nigeria,97662958.0,95832953.0,193495908.0,41522727.03862661
71,Africa,West and Central Africa,Nigeria,0.09,,,2017.0,15-64,Government/UNODC,HHS/I,Opiates,0.0,0.21,NGA,,0.09,Africa,Nigeria,97662958.0,95832953.0,193495908.0,2149954533.3333335
72,Africa,West and Central Africa,Nigeria,4.66,6.0,3.3,2017.0,15-64,Government/UNODC,HHS/I,Prescription opioids,4.21,5.11,NGA,,4.66,Africa,Nigeria,97662958.0,95832953.0,193495908.0,41522727.03862661
73,Africa,West and Central Africa,Nigeria,0.49,,,2017.0,15-64,Government/UNODC,HHS/I,Tranquillizers and sedatives,,,NGA,,0.49,Africa,Nigeria,97662958.0,95832953.0,193495908.0,394889608.1632653
74,Africa,West and Central Africa,Nigeria,14.3,,,2008.0,15-64,ARQ,HHS,Cannabis,11.76,16.84,NGA,,14.3,Africa,Nigeria,76699002.00000001,75683501.0,152382511.0,10656119.65034965
75,Africa,West and Central Africa,Nigeria,0.7,,,2008.0,15-64,ARQ,HHS,Cocaine,0.28,1.11,NGA,0.7,,Africa,Nigeria,76699002.00000001,75683501.0,152382511.0,217689301.42857143
76,Africa,West and Central Africa,Nigeria,1.4,,,2008.0,15-64,ARQ,HHS,Amphetamines,0.71,2.01,NGA,1.4,,Africa,Nigeria,76699002.00000001,75683501.0,152382511.0,108844650.71428572
77,Africa,West and Central Africa,Nigeria,0.7,,,2008.0,15-64,UNODC Estimate,,Opiates,0.3,1.0,NGA,,0.7,Africa,Nigeria,76699002.00000001,75683501.0,152382511.0,217689301.42857143
78,Africa,West and Central Africa,Sierra Leone,6.48,,,2017.0,15-64,WHO GSHS/UNODC Estimate,SS,Cannabis,,,SLE,,6.48,Africa,Sierra Leone,3844270.0,3833307.0,7677570.0,1184810.1851851852
79,Africa,West and Central Africa,Sierra Leone,5.42,,,2010.0,15-64,UNODC Estimate,,Cannabis,3.52,7.32,SLE,,5.42,Africa,Sierra Leone,3215636.0,3221079.0,6436699.0,1187582.8413284132
80,Africa,West and Central Africa,Togo,1.0,,,2009.0,15-64,UNODC Estimate,SS,Cannabis,0.2,3.1,TGO,,1.0,Africa,Togo,3201544.0,3197096.0,6398626.0,6398626.0
81,Africa,West and Central Africa,Togo,2.73,,,2006.0,15-64,UNODC Estimate ,SS ,Cannabis,,,TGO,,2.73,Africa,Togo,2934401.0,2939847.0,5874244.0,2151737.728937729
82,Americas,Caribbean,Bahamas,3.1,5.0,1.0,2017.0,12-65,ARQ,HHS,Cannabis,,,BHS,,3.1,America,Bahamas,191503.0,207537.0,399027.0,128718.3870967742
83,Americas,Caribbean,Bahamas,0.05,0.1,0.0,2017.0,12-65,Government source,HHS,Cocaine,0.02,0.1,BHS,0.05,,America,Bahamas,191503.0,207537.0,399027.0,7980540.0
84,Americas,Caribbean,Bahamas,5.54,,,2008.0,15-64,ARQ,SS,Cannabis,3.2,7.89,BHS,,5.54,America,Bahamas,175837.0,186988.0,362807.0,65488.62815884477
85,Americas,Caribbean,Bahamas,0.43,,,2008.0,15-64,ARQ,SS,Amphetamines,0.13,1.06,BHS,0.43,,America,Bahamas,175837.0,186988.0,362807.0,843737.2093023256
86,Americas,Caribbean,Bahamas,0.11,,,2008.0,15-64,Government source,SS,Ecstasy,0.04,0.6,BHS,0.11,,America,Bahamas,175837.0,186988.0,362807.0,3298245.4545454546
87,Americas,Caribbean,Bahamas,4.7,,,2003.0,15-64,UNODC Estimate ,SS ,Cannabis,,,BHS,,4.7,America,Bahamas,164993.0,173526.0,338505.0,72022.34042553192
88,Americas,Caribbean,Bahamas,0.29,,,2003.0,15-64,UNODC Estimate ,,Amphetamines,,,BHS,0.29,,America,Bahamas,164993.0,173526.0,338505.0,1167258.6206896552
89,Americas,Caribbean,Bahamas,0.14,,,2003.0,15-64,UNODC Estimate ,,Ecstasy,,,BHS,0.14,,America,Bahamas,164993.0,173526.0,338505.0,2417892.857142857
90,Americas,Caribbean,Bahamas,0.22,,,2003.0,15-64,UNODC Estimate,,Opiates,,,BHS,,0.22,America,Bahamas,164993.0,173526.0,338505.0,1538659.0909090908
91,Americas,Caribbean,Barbados,8.3,,,2006.0,15-64,CICAD,HHS,Cannabis,,,BRB,,8.3,America,Barbados,129202.0,141257.0,270436.0,32582.650602409634
92,Americas,Caribbean,Barbados,0.4,,,2006.0,15-64,CICAD,HHS,Cocaine,,,BRB,0.4,,America,Barbados,129202.0,141257.0,270436.0,676090.0
93,Americas,Caribbean,Barbados,0.2,,,2006.0,12-65,CICAD,HHS,Amphetamines,,,BRB,0.2,,America,Barbados,129202.0,141257.0,270436.0,1352180.0
94,Americas,Caribbean,Barbados,0.3,,,2006.0,12-65,CICAD,HHS,Ecstasy,,,BRB,0.3,,America,Barbados,129202.0,141257.0,270436.0,901453.3333333334
95,Americas,Caribbean,Barbados,0.23,,,2006.0,15-64,UNODC Estimate,,Opioids,0.16,0.29,BRB,,0.23,America,Barbados,129202.0,141257.0,270436.0,1175808.6956521738
96,Americas,Caribbean,Barbados,0.11,,,2006.0,15-64,UNODC Estimate,,Opiates,0.1,0.13,BRB,,0.11,America,Barbados,129202.0,141257.0,270436.0,2458509.090909091
97,Americas,Caribbean,Barbados,0.16,,,2006.0,15-64,UNODC Estimate,,Prescription opioids,0.12,0.21,BRB,,0.16,America,Barbados,129202.0,141257.0,270436.0,1690225.0
98,Americas,Caribbean,Dominican Republic,0.68,1.4,0.22,2010.0,12-65,CICAD,HHS,Cannabis,,,DOM,,0.68,America,Dominican Republic,4943964.0,4831797.0,9775756.0,14376111.764705881
99,Americas,Caribbean,Dominican Republic,0.32,,,2010.0,12-65,CICAD,HHS,Cocaine,0.28,0.35,DOM,0.32,,America,Dominican Republic,4943964.0,4831797.0,9775756.0,30549237.5
100,Americas,Caribbean,Dominican Republic,0.23,,,2010.0,12-65,CICAD,HHS,Ecstasy,,,DOM,0.23,,America,Dominican Republic,4943964.0,4831797.0,9775756.0,42503286.956521735
101,Americas,Caribbean,Dominican Republic,0.31,,,2008.0,15-64,ARQ,SS,Cannabis,0.25,1.41,DOM,,0.31,America,Dominican Republic,4822332.0,4700626.0,9522954.0,30719206.451612905
102,Americas,Caribbean,Dominican Republic,0.3,,,2008.0,15-64,ARQ,SS,Cocaine,0.13,0.57,DOM,0.3,,America,Dominican Republic,4822332.0,4700626.0,9522954.0,31743180.0
103,Americas,Caribbean,Dominican Republic,0.95,,,2008.0,15-64,ARQ,SS,Amphetamines,0.04,2.59,DOM,0.95,,America,Dominican Republic,4822332.0,4700626.0,9522954.0,10024162.105263159
104,Americas,Caribbean,Dominican Republic,0.05,,,2008.0,15-64,Government source,SS,Ecstasy,0.02,0.52,DOM,0.05,,America,Dominican Republic,4822332.0,4700626.0,9522954.0,190459080.0
105,Americas,Caribbean,Dominican Republic,0.07,,,2008.0,15-64,UNODC Estimate,SS,Opiates,0.05,0.09,DOM,,0.07,America,Dominican Republic,4822332.0,4700626.0,9522954.0,136042200.0
106,Americas,Caribbean,Dominican Republic,0.03,,,2008.0,15-64,UNODC Estimate,SS,Prescription opioids,,,DOM,,0.03,America,Dominican Republic,4822332.0,4700626.0,9522954.0,317431800.0
107,Americas,Caribbean,Haiti,2.5,2.3,2.7,2018.0,15-64,ARQ,HHS,Cannabis,,,HTI,,2.5,America,Haiti,5463741.0,5548691.0,11012427.0,4404970.8
108,Americas,Caribbean,Haiti,0.2,0.3,0.1,2018.0,15-64,ARQ,HHS,Cocaine,,,HTI,0.2,,America,Haiti,5463741.0,5548691.0,11012427.0,55062135.0
109,Americas,Caribbean,Haiti,6.1,6.7,5.7,2018.0,15-64,ARQ,HHS,Amphetamines,,,HTI,6.1,,America,Haiti,5463741.0,5548691.0,11012427.0,1805315.9016393444
110,Americas,Caribbean,Haiti,11.7,11.6,11.8,2018.0,15-64,ARQ,HHS,Tranquillizers and sedatives,,,HTI,,11.7,America,Haiti,5463741.0,5548691.0,11012427.0,941233.076923077
111,Americas,Caribbean,Haiti,1.51,,,2010.0,15-64,UNODC Estimate,SS,Cannabis,0.26,2.75,HTI,,1.51,America,Haiti,4890740.0,4952142.0,9842883.0,6518465.562913908
112,Americas,Caribbean,Haiti,0.88,,,2010.0,15-64,UNODC Estimate,SS,Cocaine,0.34,1.42,HTI,0.88,,America,Haiti,4890740.0,4952142.0,9842883.0,11185094.318181818
113,Americas,Caribbean,Haiti,0.24,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.06,0.41,HTI,0.24,,America,Haiti,4890740.0,4952142.0,9842883.0,41012012.5
114,Americas,Caribbean,Haiti,1.41,,,2005.0,15-64,UNODC Estimate,SS,Cannabis,0.43,2.15,HTI,,1.41,America,Haiti,4526367.0,4585534.0,9111901.0,6462341.134751773
115,Americas,Caribbean,Haiti,0.9,,,2005.0,15-64,UNODC Estimate,,Cocaine,,,HTI,0.9,,America,Haiti,4526367.0,4585534.0,9111901.0,10124334.444444444
116,Americas,Caribbean,Haiti,0.56,,,2005.0,15-64,UNODC Estimate,SS,Ecstasy,0.11,1.17,HTI,0.56,,America,Haiti,4526367.0,4585534.0,9111901.0,16271251.785714284
117,Americas,Caribbean,Jamaica,18.0,28.5,7.8,2016.0,12-65,Government source,HHS,Cannabis,,,JAM,,18.0,America,Jamaica,1391830.0,1410873.0,2802699.0,155705.5
118,Americas,Caribbean,Jamaica,7.21,,,2010.0,15-64,UNODC Estimate,SS,Cannabis,4.25,10.17,JAM,,7.21,America,Jamaica,1355511.0,1378390.0,2733904.0,379182.24687933427
119,Americas,Caribbean,Jamaica,0.98,,,2010.0,15-64,UNODC Estimate,SS,Cocaine,0.39,1.56,JAM,0.98,,America,Jamaica,1355511.0,1378390.0,2733904.0,2789697.9591836734
120,Americas,Caribbean,Jamaica,0.81,,,2010.0,15-64,ARQ,SS,Amphetamines,0.13,1.5,JAM,0.81,,America,Jamaica,1355511.0,1378390.0,2733904.0,3375190.12345679
121,Americas,Caribbean,Jamaica,0.23,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.06,0.4,JAM,0.23,,America,Jamaica,1355511.0,1378390.0,2733904.0,11886539.130434781
122,Americas,Caribbean,Jamaica,9.86,,,2006.0,15-64,Government source,SS,Cannabis,7.52,12.2,JAM,,9.86,America,Jamaica,1332884.0,1356782.0,2689658.0,272784.7870182556
123,Americas,Caribbean,Jamaica,1.1,,,2006.0,15-64,UNODC Estimate,SS,Cocaine,,,JAM,1.1,,America,Jamaica,1332884.0,1356782.0,2689658.0,2445143.6363636362
124,Americas,Caribbean,Jamaica,1.14,,,2006.0,15-64,Government source ,SS ,Amphetamines,0.39,1.91,JAM,1.14,,America,Jamaica,1332884.0,1356782.0,2689658.0,2359349.1228070175
125,Americas,Caribbean,Jamaica,1.0,,,2006.0,15-64,UNODC Estimate,SS,Opioids,0.5,1.5,JAM,,1.0,America,Jamaica,1332884.0,1356782.0,2689658.0,2689658.0
126,Americas,Caribbean,Jamaica,0.7,,,2006.0,15-64,UNODC Estimate,SS,Opiates,0.3,1.1,JAM,,0.7,America,Jamaica,1332884.0,1356782.0,2689658.0,3842368.571428572
127,Americas,Caribbean,Jamaica,10.7,,,2001.0,12-55,UNODC Estimate ,,Cannabis,,,JAM,,10.7,America,Jamaica,1300469.0,1324948.0,2625410.0,245365.42056074768
128,Americas,Caribbean,Jamaica,0.1,,,2001.0,15-64,UNODC Estimate ,,Opiates,,,JAM,,0.1,America,Jamaica,1300469.0,1324948.0,2625410.0,26254100.0
129,Americas,Caribbean,Jamaica,0.1,,0.2,2001.0,12-55,ARQ,HHS,Tranquillizers and sedatives,,,JAM,,0.1,America,Jamaica,1300469.0,1324948.0,2625410.0,26254100.0
130,Americas,Caribbean,Puerto Rico,4.88,,,2005.0,15-64,Government source,SS,Cannabis,3.1,6.65,PRI,,4.88,America,Puerto Rico,1828298.0,1977268.0,3805560.0,779827.868852459
131,Americas,Caribbean,Puerto Rico,0.83,,,2005.0,15-64,Government source,SS,Cocaine,0.34,1.39,PRI,0.83,,America,Puerto Rico,1828298.0,1977268.0,3805560.0,4585012.048192771
132,Americas,Caribbean,Puerto Rico,0.43,,,2005.0,15-64,Government source,SS,Amphetamines,0.13,1.06,PRI,0.43,,America,Puerto Rico,1828298.0,1977268.0,3805560.0,8850139.53488372
133,Americas,Caribbean,Puerto Rico,0.42,,,2005.0,15-64,Government source,SS,Ecstasy,0.09,0.99,PRI,0.42,,America,Puerto Rico,1828298.0,1977268.0,3805560.0,9060857.142857144
134,Americas,Caribbean,Saint Lucia,8.87,,,2010.0,15-64,UNODC Estimate,SS,Cannabis,5.64,12.1,LCA,,8.87,America,Saint Lucia,85244.0,85727.0,170950.0,19272.8297632469
135,Americas,Caribbean,Saint Lucia,0.6,,,2010.0,15-64,UNODC Estimate,SS,Cocaine,0.19,1.02,LCA,0.6,,America,Saint Lucia,85244.0,85727.0,170950.0,284916.6666666667
136,Americas,Caribbean,Saint Lucia,0.17,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.03,0.3,LCA,0.17,,America,Saint Lucia,85244.0,85727.0,170950.0,1005588.2352941176
